Facilities,Clients,LP,MFN,OPT,LS,CFL-LP/OPT,Local Search/OPT,MFN-LP/OPT
10,25,824.3999999999999,226.1343610080196,826.0,870.0,0.9980629539951572,1.0532687651331718,0.27377041284263876
10,25,943.0,225.6995861804081,943.0,998.0,1.0,1.058324496288441,0.2393420850269439
10,25,733.0,222.7237362407516,733.0,733.0,1.0,1.0,0.3038523004648726
10,25,840.0,198.62605209237324,840.0,840.0,1.0,1.0,0.23645958582425386
10,25,783.0,204.6776328635127,783.0,818.0,1.0,1.0446998722860792,0.26140182996617206
10,25,755.0,231.07191156942167,755.0,758.0,1.0,1.0039735099337748,0.30605551201247905
10,25,768.5,242.46797090318856,775.0,775.0,0.9916129032258064,1.0,0.3128618979395981
10,25,1007.7777777777778,230.5752712544153,1016.0,1040.0,0.991907261592301,1.0236220472440944,0.2269441646204875
10,25,772.0,200.28915865743863,772.0,776.0,1.0,1.005181347150259,0.2594419153593765
10,25,829.0,227.4934742222348,833.0,866.0,0.9951980792316927,1.0396158463385354,0.273101409630534
10,25,870.9999999999999,220.7138670026829,881.0,961.0,0.988649262202043,1.090805902383655,0.25052652327205777
10,25,838.25,233.49283935586948,847.0,851.0,0.9896694214876033,1.0047225501770956,0.27567041246265583
10,25,953.0,213.91992197630145,953.0,970.0,1.0,1.0178384050367262,0.224470012566948
10,25,1057.6,214.6335854830962,1059.0,1068.0,0.9986779981114258,1.0084985835694051,0.20267571811434956
10,25,911.0,222.20274009841745,911.0,918.0,1.0,1.0076838638858396,0.24391080142526614
10,25,926.0,231.35469400981788,934.0,971.0,0.9914346895074947,1.0396145610278373,0.24770309851158231
10,25,749.0,215.4567641043064,749.0,776.0,1.0,1.0360480640854473,0.2876592311138937
10,25,775.0,218.93014038367045,775.0,856.0,1.0,1.104516129032258,0.2824905037208651
10,25,750.1666666666665,215.494762978071,757.0,840.0,0.9909731395860852,1.1096433289299867,0.2846694359023395
10,25,862.0,237.2627165477207,862.0,862.0,1.0,1.0,0.275246770937031
10,25,755.0,228.95025243836645,755.0,853.0,1.0,1.1298013245033112,0.30324536746803504
10,25,872.0,231.5385273127697,872.0,872.0,1.0,1.0,0.26552583407427716
10,25,834.6666666666666,229.0274857444749,839.0,853.0,0.9948351211760031,1.0166865315852205,0.2729767410542013
10,25,1095.0,247.51023126675804,1095.0,1100.0,1.0,1.004566210045662,0.22603674088288406
10,25,842.0,227.8064519302405,843.0,869.0,0.9988137603795967,1.0308422301304863,0.270233039063156
